id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
37511,F,1.2875,0.95,0.3625,18.01610725,7.8528115,4.025629,5.953395,9.0
37512,M,1.3625,1.025,0.3125,15.88989475,6.577084,4.06815325,5.2446575,9.0
37513,M,1.7,1.3125,0.4875,50.6605565,23.28911425,10.19164525,12.246984,10.0
37514,M,1.25,0.9625,0.3125,21.4605715,9.51125725,3.6570855,6.520385,13.0
37515,M,1.825,1.425,0.525,54.5727875,23.91280325,11.60912025,13.1825175,17.0
37516,F,1.6125,1.25,0.475,45.57182125,15.025235,10.24834425,13.60776,18.0
37517,I,1.1125,0.8625,0.2625,11.7650425,4.32329875,1.984465,3.8271825,8.0
37518,F,1.6875,1.2875,0.4875,37.1094955,16.34348675,7.35669525,12.3320325,11.0
37519,M,1.7625,1.425,0.4125,49.8667705,15.762322,8.4765005,14.17475,14.0
37520,I,0.85,0.65,0.225,5.10291,2.26796,1.54504775,1.5592225,7.0
37521,M,1.5,1.1875,0.425,31.70891575,11.69416875,7.824462,10.20582,14.0
37522,M,1.625,1.2875,0.55,45.99706375,18.27125275,9.9506745,12.757275,15.0
37523,F,1.3,1.1,0.3125,23.68600725,10.44679075,4.86193925,5.386405,8.0
37524,I,1.1625,0.8625,0.3,10.19164525,4.43669675,2.2963095,3.5436875,8.0
37525,I,0.8,0.5875,0.2,3.92640575,1.54504775,0.75126175,1.417475,8.0
37526,I,0.925,0.6875,0.2125,6.50621025,2.6932025,1.3891255,1.871067,8.0
37527,M,1.575,1.225,0.375,33.962701,17.78931125,7.64019025,8.0796075,8.0
37528,I,1.025,0.8125,0.2875,9.19941275,3.72795925,1.63009625,2.84912475,7.0
37529,I,1.0375,0.775,0.225,10.3475675,4.9611625,2.36718325,3.2601925,7.0
37530,I,1.2,0.8875,0.2875,15.7906715,7.9095105,3.78465825,4.252425,9.0
37531,F,1.8,1.4875,0.55,59.53395,21.72989175,11.35397475,14.3164975,13.0
37532,F,1.45,1.125,0.375,24.73493875,11.18387775,6.19436575,6.23689,7.0
37533,I,0.95,0.7125,0.275,6.39281225,2.7499015,1.304077,2.041164,6.0
37534,M,1.2625,0.95,0.3,14.69921575,6.577084,3.86970675,4.3941725,11.0
37535,M,1.45,1.15,0.3875,33.8776525,17.27902025,7.15824875,8.66077225,9.0
37536,F,1.0,0.8125,0.2875,10.44679075,3.798833,1.63009625,3.5436875,8.0
37537,M,1.2625,1.0,0.35,17.916884,8.7599955,3.67126025,5.953395,9.0
37538,M,1.4,1.1125,0.4125,26.09571475,11.679994,5.783298,7.087375,14.0
37539,M,1.525,1.175,0.425,37.6197865,16.4143605,7.41339425,9.2135875,13.0
37540,M,1.4,1.0625,0.375,24.607366,10.5176645,5.59902625,6.80388,8.0
37541,I,0.775,0.5625,0.175,3.005047,1.020582,0.52446575,1.2757275,5.0
37542,I,1.2875,0.975,0.3125,18.653971,8.57572375,3.78465825,4.762716,9.0
37543,F,1.275,1.0,0.3125,19.74542675,7.087375,3.92640575,5.386405,13.0
37544,I,1.4,1.175,0.3875,23.0481435,11.793392,4.4508715,6.9456275,10.0
37545,I,1.0,0.7875,0.3125,11.21222725,5.159609,2.16873675,2.6932025,6.0
37546,M,1.2125,0.975,0.35,17.98775775,4.9611625,3.7137845,7.5126175,13.0
37547,F,1.0875,0.85,0.3,10.7444605,3.855532,2.84912475,4.479221,10.0
37548,M,1.2,0.925,0.2625,17.42076775,7.35669525,2.99087225,4.3941725,8.0
37549,M,1.2375,1.1375,0.3875,24.67823975,11.5949455,4.46504625,6.4920355,8.0
37550,M,1.575,1.2375,0.425,33.46658475,14.50076925,7.2858215,11.29727575,11.0
37551,I,1.0875,0.8125,0.275,11.7083435,4.819415,2.67902775,3.685435,8.0
37552,I,0.875,0.675,0.2125,4.8477645,1.91359125,1.190679,1.70097,8.0
37553,M,1.325,1.0375,0.4,21.72989175,7.3992195,4.77689075,5.953395,11.0
37554,M,1.8375,1.475,0.5375,55.46579675,20.19901875,13.31009025,16.5844575,11.0
37555,F,1.3,1.0125,0.4125,23.79940525,7.484268,4.2807745,8.0796075,14.0
37556,M,0.9,0.6875,0.25,4.876114,2.2963095,1.45999925,2.4097075,7.0
37557,M,1.6375,1.2875,0.475,40.83745475,18.0586315,7.89533575,11.77921725,11.0
37558,I,0.8375,0.55,0.2125,4.819415,1.85689225,1.03475675,1.5592225,6.0
37559,F,1.6875,1.4125,0.4375,45.7844425,20.14231975,10.5176645,12.2186345,13.0
37560,I,0.925,0.6875,0.2375,6.3219385,2.31048425,1.57339725,2.26796,6.0
37561,I,0.675,0.4875,0.2,2.76407625,1.1623295,0.4819415,0.850485,5.0
37562,F,1.45,1.0875,0.375,27.51318975,12.133586,5.839997,6.23689,9.0
37563,M,1.2125,1.025,0.375,23.076493,6.70465675,4.86193925,8.50485,13.0
37564,F,1.45,1.175,0.3875,33.29648775,12.7856245,6.78970525,11.89261525,14.0
37565,F,1.2875,0.975,0.3375,17.84601025,8.03708325,3.04757125,4.9611625,13.0
37566,M,1.95,1.5125,0.5375,72.234526,33.86347775,11.2547515,18.313777,11.0
37567,I,1.025,0.7875,0.225,9.82310175,4.2807745,1.8427175,2.6932025,7.0
37568,M,1.4875,1.1875,0.3875,31.75144,15.025235,5.40057975,8.9300925,13.0
37569,I,1.275,1.0,0.3625,19.43358225,9.6671795,4.0539785,4.592619,9.0
37570,F,1.6375,1.225,0.4375,36.61337925,16.726205,8.164656,10.4609655,9.0
37571,M,1.45,1.0375,0.3875,36.230661,16.612807,6.5487345,8.788345,9.0
37572,M,1.525,1.2,0.4,29.27085875,12.927372,6.53455975,8.221355,11.0
37573,I,0.725,0.525,0.1875,3.30271675,1.1056305,0.75126175,0.9922325,4.0
37574,F,1.3125,1.025,0.3,20.41164,7.49844275,4.01145425,6.9456275,12.0
37575,I,1.2125,0.9875,0.3125,20.241543,8.06543275,4.3374735,4.9611625,11.0
37576,I,1.275,1.0125,0.2875,15.2236815,6.76135575,3.50116325,5.10291,8.0
37577,F,1.5625,1.2125,0.3875,34.529691,17.6617385,6.25106475,8.50485,10.0
37578,I,1.2875,1.05,0.35,14.968536,6.2652395,3.231843,4.53592,8.0
37579,M,1.2875,0.975,0.3,20.41164,8.88756825,3.98310475,5.1879585,12.0
37580,M,1.625,1.2875,0.45,43.47395825,18.83824275,9.3836845,10.0640725,10.0
37581,F,1.3125,1.025,0.3,21.6873675,10.90038275,5.0178615,6.6621325,8.0
37582,I,1.2875,0.975,0.3125,18.71067,8.15048125,4.252425,4.29494925,8.0
37583,F,1.425,1.0875,0.3875,30.43318825,13.5794105,6.2652395,9.4970825,11.0
37584,M,1.6,1.2625,0.4,32.88542,16.0174675,6.3786375,8.6465975,9.0
37585,I,0.8,0.6125,0.2125,4.06815325,1.814368,0.680388,1.2757275,8.0
37586,F,1.6,1.275,0.375,39.7743485,16.42853525,8.97261675,9.4970825,9.0
37587,I,1.3,0.9875,0.3875,21.1203775,8.0796075,3.52951275,8.0796075,17.0
37588,I,1.4625,1.05,0.4,25.0326085,11.04213025,4.7343665,6.9456275,9.0
37589,M,1.3625,1.025,0.3625,24.73493875,10.3475675,4.86193925,6.3219385,11.0
37590,I,1.2,0.925,0.3,16.42853525,6.7755305,3.04757125,4.55009475,7.0
37591,F,1.5125,1.2125,0.4,35.550273,16.79707875,7.8116475,8.5331995,9.0
37592,M,1.3125,1.0125,0.35,21.58814425,10.47514025,4.53592,4.9611625,10.0
37593,I,1.5875,1.2125,0.4125,35.13920525,15.592225,8.164656,10.77281,13.0
37594,F,1.625,1.3125,0.475,38.08755325,17.8318355,7.3425205,11.3398,12.0
37595,M,1.5625,1.2625,0.425,29.1149365,16.499409,5.1312595,8.50485,19.0
37596,I,0.8125,0.5,0.125,3.345241,1.5025235,0.32601925,0.9922325,5.0
37597,I,1.175,0.875,0.3,12.43125575,5.3013565,2.2963095,3.5436875,7.0
37598,F,1.35,1.0375,0.3625,26.7902775,9.31281075,5.3580555,8.50485,16.0
37599,I,1.25,0.9375,0.35,15.762322,7.484268,2.73572675,5.71242425,8.0
37600,F,1.5125,1.2,0.4625,30.4190135,11.056305,6.4353365,8.0796075,18.0
37601,F,1.4625,1.15,0.45,27.8675585,12.71475075,6.917278,7.6260155,11.0
37602,F,1.625,1.2125,0.425,33.29648775,12.79979925,7.8528115,10.3475675,10.0
37603,M,1.575,1.2875,0.4375,39.23434775,16.6411565,7.41339425,11.623295,10.0
37604,M,1.6125,1.25,0.3875,36.78347625,17.19397175,8.40562675,9.7805775,9.0
37605,F,1.525,1.1875,0.5,35.76289425,15.77649675,8.63242275,8.1930055,9.0
37606,M,1.5375,1.1875,0.4375,37.42134,15.0535845,7.3992195,13.7495075,14.0
37607,I,0.875,0.6625,0.2,6.0384435,2.11203775,0.963883,1.70097,6.0
37608,M,1.45,1.1875,0.4375,32.21920675,11.8784405,6.5487345,9.4970825,12.0
37609,I,1.3,1.0,0.35,20.31241675,8.12213175,4.86193925,5.20213325,9.0
37610,M,1.6,1.25,0.425,34.99745775,13.947954,7.5693165,10.61688775,13.0
37611,I,1.2125,0.95,0.4,15.74814725,5.6699,3.1467945,6.0951425,14.0
37612,F,1.1,0.8875,0.275,12.48795475,5.74077375,2.664853,3.685435,10.0
37613,I,1.3875,1.125,0.4125,21.16290175,9.42620875,4.4508715,6.3786375,8.0
37614,M,1.825,1.425,0.4875,51.55356575,23.700182,12.48795475,14.118051,11.0
37615,M,1.925,1.575,0.5,72.4329725,31.978236,13.19669225,16.44271,11.0
37616,F,1.225,0.9375,0.3125,16.9246515,6.8322295,3.8838815,4.3941725,10.0
37617,F,1.6875,1.3375,0.3875,41.8722115,17.33571925,8.57572375,10.9145575,11.0
37618,M,1.175,0.925,0.325,13.45183775,4.74854125,3.0333965,4.139027,13.0
37619,I,1.0375,0.7875,0.2625,9.73805325,4.29494925,2.33883375,2.9199985,7.0
37620,M,1.5,1.1625,0.4125,33.04134225,13.0124205,6.690482,7.5126175,9.0
37621,M,1.6375,1.2875,0.4375,36.173962,16.14504025,8.5898985,10.50348975,10.0
37622,M,1.0625,0.8125,0.3125,10.829509,4.83358975,2.097863,3.2601925,12.0
37623,M,1.4625,1.125,0.3625,25.78387025,10.77281,5.11708475,7.7961125,14.0
37624,M,1.5625,1.2125,0.425,33.40988575,13.65028425,5.9250455,8.50485,20.0
37625,I,1.3875,1.0625,0.3625,19.050864,7.18659825,4.77689075,5.953395,10.0
37626,F,1.7,1.3875,0.425,47.58463575,19.6462035,10.87203325,10.716111,12.0
37627,M,0.925,0.7,0.2375,7.55514175,3.175144,1.77184375,2.26796,8.0
37628,M,1.4375,1.0875,0.4,30.94347925,15.03940975,6.95980225,7.427569,11.0
37629,F,1.475,1.1125,0.3875,26.80445225,11.49572225,6.59125875,8.674947,10.0
37630,M,1.6125,1.275,0.4375,42.8863863,20.31241675,10.36174225,9.4970825,11.0
37631,F,1.425,1.075,0.3625,25.684647,11.49572225,5.556502,6.973977,11.0
37632,M,1.3125,1.0,0.3375,19.97222275,8.77417025,4.025629,5.6982495,9.0
37633,I,1.3,1.0,0.325,16.27902025,7.52679225,3.685435,4.53592,8.0
37634,M,1.525,1.3125,0.475,33.46658475,12.57300325,7.200773,11.01378075,11.0
37635,F,1.5,1.1875,0.35,27.499015,13.62193475,4.89028875,7.2291225,10.0
37636,F,1.5125,1.125,0.4,33.40988575,15.0535845,6.123492,7.93786,9.0
37637,F,1.5,1.1875,0.425,33.92017675,14.7133905,6.47786075,8.60407325,10.0
37638,F,1.5625,1.275,0.4125,35.25260325,14.84096325,8.63242275,8.9300925,10.0
37639,F,1.4375,1.2,0.4375,30.14969325,10.81533425,6.22271525,10.489315,16.0
37640,M,1.5625,1.225,0.4,31.18445,13.53688625,6.30776375,8.29222875,11.0
37641,F,1.225,0.8875,0.375,18.92329125,6.78970525,4.252425,5.0745605,15.0
37642,F,1.775,1.375,0.5,51.199197,21.67319275,11.43902325,12.47378,13.0
37643,F,1.65,1.325,0.4875,39.7743485,16.51358375,6.8889285,11.90679,13.0
37644,M,1.175,0.9125,0.3125,13.53688625,5.6699,2.551455,4.252425,13.0
37645,M,1.6875,1.3125,0.5,45.3592,15.8473705,9.99319875,21.54562,16.0
37646,F,1.775,1.3625,0.45,43.02036625,18.427175,8.43397625,13.04077,9.0
37647,M,1.6625,1.3375,0.4375,37.74735925,16.48523425,5.93922025,11.1980525,15.0
37648,F,1.5125,1.1875,0.4375,29.370082,12.6155275,6.27941425,8.50485,13.0
37649,M,1.3375,1.0875,0.375,22.8213475,8.63242275,5.03203625,7.087375,12.0
37650,I,1.4625,1.125,0.3375,24.87668625,10.149121,5.06038575,7.37087,14.0
37651,F,1.4625,1.1375,0.4,26.988724,12.23280925,5.1879585,8.9300925,10.0
37652,F,1.4125,1.1,0.35,34.5013415,15.03940975,6.860579,7.5126175,13.0
37653,M,1.475,1.125,0.425,29.14231975,12.6155275,4.989512,8.0229085,11.0
37654,F,1.475,1.1375,0.4625,29.9087225,10.6310625,6.36446275,8.3064035,11.0
37655,F,1.575,1.2125,0.375,30.40483875,13.62193475,6.30776375,8.50485,11.0
37656,I,1.0875,0.8125,0.275,10.39009175,4.66349275,2.08368825,2.9766975,7.0
37657,M,1.5375,1.1875,0.425,30.674159,13.56523575,8.051258,8.9300925,11.0
37658,I,1.3,1.0125,0.3125,18.27125275,8.88756825,4.15320175,5.953395,9.0
37659,F,1.725,1.3125,0.4125,47.8823055,22.80717275,11.07047975,11.7650425,13.0
37660,I,0.9375,0.7,0.225,6.1518415,2.56562975,1.77184375,1.984465,6.0
37661,F,1.4125,1.075,0.4375,30.34813975,10.24834425,5.556502,9.2135875,18.0
37662,I,0.4,0.3,0.0875,0.5953395,0.21262125,0.12757275,0.1417475,5.0
37663,M,0.9875,0.7375,0.2375,8.674947,3.798833,2.08368825,2.4097075,7.0
37664,I,0.95,0.675,0.225,6.6054335,2.73572675,1.6159215,1.984465,7.0
37665,M,1.4125,1.1125,0.375,23.26076475,6.90310325,4.5075705,7.881161,10.0
37666,I,0.975,0.7,0.25,7.55514175,3.2601925,1.70097,2.1262125,8.0
37667,I,0.475,0.225,0.075,0.3685435,0.12757275,0.1417475,0.113398,5.0
37668,I,1.3375,1.0875,0.4625,22.89222125,10.78698475,4.26659975,6.6621325,9.0
37669,M,1.4375,1.125,0.4,27.76833525,11.35397475,6.08096775,8.221355,14.0
37670,I,0.425,0.325,0.0875,0.5953395,0.21262125,0.12757275,0.1417475,5.0
37671,M,1.5,1.1,0.425,33.04134225,18.12950525,8.80251975,6.6621325,11.0
37672,I,1.2625,1.0,0.325,20.6667855,9.2702865,4.8477645,5.2446575,8.0
37673,M,1.8,1.4125,0.4875,60.2426875,30.46153775,13.48018725,14.3164975,11.0
37674,M,1.5625,1.225,0.4125,32.6302745,16.8679525,8.83086925,7.72523875,11.0
37675,M,1.4625,1.125,0.375,22.509503,11.623295,5.11708475,6.87475375,10.0
37676,I,1.3,1.0125,0.325,18.653971,8.34892775,4.91863825,5.5281525,8.0
37677,M,1.55,1.1125,0.425,30.4190135,14.0330025,6.6054335,7.654365,8.0
37678,I,1.475,1.1875,0.35,27.68328675,12.0485375,4.7910655,6.520385,10.0
37679,M,1.6125,1.2875,0.4375,43.02036625,19.03668925,9.241937,9.241937,10.0
37680,M,1.625,1.2375,0.625,41.71628925,18.427175,7.47009325,11.056305,15.0
37681,M,1.7,1.3125,0.5125,42.921143,18.86659225,9.525432,10.77281,11.0
37682,I,0.825,0.5875,0.2125,4.6209685,2.4097075,1.09145575,1.417475,6.0
37683,I,0.7125,0.525,0.15,2.48058125,0.8788345,0.6520385,0.850485,6.0
37684,F,1.55,1.2125,0.4125,29.44095575,12.6722265,4.706017,9.07184,10.0
37685,I,0.85,0.625,0.2125,5.10291,2.551455,1.48834875,1.5592225,6.0
37686,M,1.1875,0.9375,0.3375,17.84601025,9.85145125,3.6003865,5.386405,9.0
37687,M,1.225,0.9625,0.325,15.2803805,7.01650125,2.96252275,4.6776675,11.0
37688,M,1.325,1.025,0.4,19.80212575,8.50485,4.309124,5.10291,9.0
37689,I,1.2,0.875,0.3,13.437663,6.19436575,3.118445,3.98310475,8.0
37690,M,1.2875,1.0125,0.3875,21.9708625,8.63242275,4.422522,7.2291225,17.0
37691,F,1.5375,1.1875,0.4,30.43318825,12.927372,7.881161,8.788345,10.0
37692,M,1.3,1.0,0.3625,22.1976585,9.468733,5.8683465,5.62737575,8.0
37693,F,1.45,1.1125,0.3875,28.7180435,14.2597985,5.91087075,7.38504475,8.0
37694,M,1.6125,1.3125,0.4125,38.34269875,14.35902175,8.6465975,12.0485375,14.0
37695,F,1.4875,1.2625,0.5625,36.230661,13.5794105,6.22271525,11.623295,13.0
37696,F,1.4375,1.1625,0.3,24.67823975,12.28950825,4.3941725,5.6699,8.0
37697,F,1.8,1.425,0.4875,49.45570275,26.80445225,10.24834425,14.17475,11.0
37698,M,1.3,1.0625,0.3375,24.67823975,11.43902325,4.86193925,6.123492,10.0
37699,F,1.1875,0.9125,0.3125,12.984071,6.05261825,2.99087225,3.685435,9.0
37700,I,1.075,0.8125,0.2625,11.7650425,5.896696,2.4664065,2.9766975,7.0
37701,M,1.3875,1.1375,0.35,26.54930675,10.16329575,5.8683465,7.654365,8.0
37702,F,1.525,1.2125,0.4,33.55163325,13.42348825,7.654365,9.922325,15.0
37703,M,1.3,1.0,0.3125,19.4761065,8.8733935,3.7137845,5.953395,9.0
37704,M,1.375,1.075,0.375,24.73493875,9.82310175,5.40057975,6.80388,10.0
37705,I,1.4375,1.125,0.375,26.01066625,10.942907,6.22271525,7.7961125,10.0
37706,M,1.2375,0.95,0.3125,15.74814725,6.0951425,3.6003865,4.3941725,11.0
37707,F,1.425,1.075,0.4,26.988724,10.98543125,5.6415505,7.93786,10.0
37708,F,1.7375,1.3375,0.5,58.7685135,19.09338825,11.38232425,15.30873,11.0
37709,M,1.7375,1.35,0.4875,49.56172725,18.0586315,12.360382,14.5432935,14.0
37710,M,1.5,1.175,0.3875,28.50542225,11.793392,6.6054335,7.5126175,12.0
37711,M,1.525,1.1375,0.4125,30.03629525,11.679994,6.08096775,7.7961125,13.0
37712,I,1.1875,0.9375,0.3,13.62193475,5.556502,3.118445,4.139027,8.0
37713,M,1.6125,1.35,0.45,43.1762885,19.94387325,7.66853975,12.3320325,13.0
37714,F,1.525,1.1625,0.3875,27.54153925,10.78698475,6.59125875,8.788345,12.0
37715,I,1.225,0.9625,0.3375,15.88989475,6.8889285,2.9199985,4.49339575,11.0
37716,F,1.45,1.125,0.4,28.02348075,13.891255,6.406987,7.1724235,9.0
37717,F,1.2625,1.0,0.275,16.85377775,7.314171,3.64291075,5.2446575,9.0
37718,M,0.7875,0.575,0.2,3.6003865,1.360776,0.72291225,1.13398,7.0
37719,I,0.4375,0.3625,0.1,0.86465975,0.3118445,0.283495,0.283495,5.0
37720,F,1.5,1.1875,0.425,34.7848365,13.5227115,6.577084,9.2135875,21.0
37721,F,1.2625,0.9625,0.3125,18.9658155,8.51902475,3.9405805,6.23689,8.0
37722,F,1.2875,0.975,0.2625,16.68368075,5.953395,3.78465825,5.6699,13.0
37723,M,1.7375,1.325,0.4625,44.26774425,21.262125,10.602713,13.7495075,11.0
37724,M,1.6875,1.3125,0.5,47.400364,20.0430965,9.015141,15.6772735,12.0
37725,I,0.875,0.625,0.225,5.06038575,2.19708625,0.94970825,1.530873,6.0
37726,F,1.5,1.2,0.4375,28.98736375,13.56523575,5.8116475,8.3631025,9.0
37727,I,0.9875,0.675,0.25,8.00873375,3.572037,1.927766,2.1829115,8.0
37728,I,0.5125,0.3625,0.1125,0.9355335,0.41106775,0.226796,0.283495,4.0
37729,F,1.6125,1.25,0.3875,34.65726375,12.85649825,5.57067675,13.1825175,15.0
37730,F,1.325,1.0375,0.3625,21.21960075,8.63242275,6.25106475,6.520385,10.0
37731,M,1.5,1.225,0.4125,34.5013415,13.6928085,6.4353365,9.4970825,20.0
37732,M,1.55,1.2,0.425,33.3673615,14.84096325,6.9456275,10.0640725,10.0
37733,M,1.5625,1.1625,0.375,29.1149365,12.246984,6.633783,8.0796075,8.0
37734,M,1.25,0.975,0.325,16.88212725,6.123492,3.52951275,4.55009475,7.0
37735,M,1.4375,1.1375,0.3875,30.1922175,13.96212875,5.386405,7.7961125,10.0
37736,F,1.075,0.8125,0.2875,12.74310025,5.82582225,2.65067825,4.252425,10.0
37737,F,1.475,1.225,0.3875,34.26037075,17.179797,6.747181,7.6827145,10.0
37738,I,1.375,1.0625,0.3125,21.8007655,8.561549,5.23048275,5.2446575,10.0
37739,F,1.3625,1.125,0.3625,22.80717275,9.7238785,5.0745605,8.0796075,10.0
37740,M,1.375,1.0625,0.325,23.28911425,10.81533425,4.72019175,6.9456275,10.0
37741,F,1.5,1.225,0.375,31.1561005,11.15552825,5.68407475,10.489315,21.0
37742,I,0.7125,0.5125,0.1875,3.35941575,1.65844575,0.63786375,1.13398,6.0
37743,M,1.6125,1.2375,0.4,34.359594,18.200379,6.577084,10.2341695,10.0
37744,I,1.375,1.15,0.425,32.545226,11.97766375,6.56290925,10.9145575,20.0
37745,M,1.625,1.275,0.5125,38.9805625,16.44271,9.08601475,11.9351395,11.0
37746,F,1.3,1.0,0.2625,16.71203025,7.257472,3.67126025,4.819415,7.0
37747,F,1.45,1.1,0.35,24.79163775,11.4815475,6.4353365,6.23689,8.0
37748,F,1.675,1.35,0.45,41.95726,16.159215,8.334753,12.190285,14.0
37749,F,1.6,1.275,0.4125,39.33493125,16.726205,9.00096625,11.90679,14.0
37750,M,1.575,1.225,0.3875,35.3518265,15.83319575,7.27164675,11.056305,8.0
37751,I,0.3875,0.2625,0.0625,0.49611625,0.1417475,0.09922325,0.1417475,4.0
37752,I,1.025,0.775,0.2875,9.62465525,4.706017,1.97029025,2.551455,8.0
37753,M,1.15,0.9375,0.3125,16.91047675,7.83863675,2.42388225,5.0745605,9.0
37754,I,1.4,1.15,0.325,23.88445375,8.54737425,5.8683465,5.6699,10.0
37755,F,1.025,0.775,0.2875,8.17883075,3.515338,1.6159215,2.83495,10.0
37756,F,1.325,1.0625,0.375,24.47979325,11.09882925,4.7343665,6.9456275,10.0
37757,F,1.7125,1.3125,0.475,48.931237,21.36134825,11.566596,11.056305,11.0
37758,F,1.6375,1.25,0.425,41.730464,18.5689225,9.53960675,12.3320325,12.0
37759,F,1.4375,1.2,0.3625,24.834162,11.8217415,6.80388,6.80388,10.0
37760,M,1.6125,1.2375,0.425,29.880373,12.417081,6.180191,10.20582,9.0
37761,I,1.1875,0.9125,0.35,14.61416725,5.953395,3.7137845,4.9611625,8.0
37762,M,1.7,1.3875,0.4375,50.56133325,23.51591025,8.0229085,13.4660125,11.0
37763,F,1.5125,1.2,0.3875,28.76056775,12.94154675,6.123492,7.5126175,9.0
37764,I,1.3,1.0125,0.3,16.91047675,7.767763,3.52951275,5.046211,8.0
37765,F,1.4375,1.1375,0.375,25.8830935,10.13494625,5.17378375,7.7961125,13.0
37766,I,1.4625,1.15,0.35,25.9397925,14.50076925,4.37999775,7.37087,9.0
37767,M,1.5375,1.2375,0.45,34.5013415,16.839603,6.4353365,9.42620875,9.0
37768,I,0.7,0.5375,0.1875,3.67126025,1.417475,0.8788345,0.9922325,6.0
37769,M,1.075,0.8875,0.2625,11.793392,4.592619,2.87747425,3.685435,11.0
37770,M,1.7375,1.3875,0.4375,41.8863863,20.34076625,8.901743,11.90679,11.0
37771,F,1.425,1.125,0.3375,24.6924145,10.75863525,5.40057975,6.80388,10.0
37772,M,1.2,0.95,0.3,16.45688475,7.35669525,2.9766975,4.53592,8.0
37773,M,1.4625,1.125,0.475,24.8625115,10.149121,4.32329875,7.35669525,15.0
37774,F,1.725,1.35,0.45,49.34230475,24.5790165,9.241937,13.60776,9.0
37775,I,0.7875,0.6,0.225,5.03203625,1.65844575,1.0489315,1.13398,6.0
37776,F,1.4875,1.1875,0.4875,36.7693015,12.813974,8.17883075,10.20582,18.0
37777,I,1.375,1.0375,0.3,21.6873675,10.035723,4.252425,5.953395,8.0
37778,I,0.6875,0.5,0.175,2.8632995,1.2757275,0.963883,0.97805775,5.0
37779,I,1.1,0.8125,0.275,10.4609655,4.72019175,2.59397925,3.3735905,8.0
37780,I,1.0125,0.7625,0.25,9.19941275,4.3374735,1.77184375,2.83495,8.0
37781,M,1.4,1.1375,0.35,23.79940525,10.21999475,5.499803,6.7755305,9.0
37782,F,1.15,0.875,0.3375,15.5071765,6.87475375,3.98310475,4.1106775,7.0
37783,F,1.7125,1.4,0.5,50.7739545,20.695135,10.77281,13.25339125,12.0
37784,M,1.6375,1.275,0.5,38.71124225,16.726205,7.52679225,12.0485375,10.0
37785,I,1.1875,0.875,0.3,13.11164375,5.8683465,3.4869885,3.8271825,8.0
37786,F,1.6,1.275,0.4375,48.477645,23.96950225,10.36174225,11.623295,13.0
37787,I,1.2,1.0,0.3125,18.75319425,8.278054,3.9972795,5.06038575,8.0
37788,I,1.4125,1.1,0.4625,24.38057,9.48290775,4.932813,7.7961125,19.0
37789,I,1.675,1.3375,0.4875,46.096287,22.236496,9.39785925,12.757275,10.0
37790,M,1.6,1.3,0.475,35.50774875,13.93377925,6.293589,11.3398,15.0
37791,M,1.375,1.0625,0.3875,21.4038725,10.319218,4.66349275,5.953395,8.0
37792,F,1.5125,1.2,0.4125,32.2333815,14.401546,6.93145275,8.0796075,8.0
37793,F,1.6125,1.25,0.425,44.8772585,20.85105725,9.56795625,9.7805775,10.0
37794,I,1.2625,1.0125,0.3125,16.42853525,7.07320025,3.95475525,4.9611625,10.0
37795,M,1.4625,1.15,0.3375,25.0893075,10.67358675,5.14543425,7.2291225,13.0
37796,I,0.925,0.6875,0.225,6.30776375,2.82077525,1.48834875,2.1262125,7.0
37797,F,1.5,1.1625,0.375,27.895908,10.75863525,7.2291225,8.3631025,11.0
37798,M,1.6125,1.25,0.4125,40.83745475,15.989118,7.824462,11.056305,14.0
37799,M,1.1875,0.95,0.275,13.11164375,5.74077375,2.8066005,4.3941725,8.0
37800,I,0.9375,0.7,0.225,6.30776375,2.721552,1.1623295,1.8994165,7.0
37801,F,1.4875,1.1625,0.375,29.97959625,10.61688775,4.37999775,10.0640725,16.0
37802,M,1.4125,1.075,0.375,21.64484325,8.94426725,4.89028875,6.747181,9.0
37803,M,1.3375,1.0375,0.3875,21.50309575,7.7961125,5.57067675,7.087375,15.0
37804,I,0.9375,0.725,0.2375,7.711064,3.18931875,1.6726205,2.6365035,7.0
37805,I,0.825,0.6625,0.2125,5.8116475,1.94194075,1.03475675,1.984465,7.0
37806,M,1.5375,1.2875,0.4125,35.3518265,13.5227115,6.690482,10.489315,21.0
37807,F,1.2875,1.0,0.3375,24.87668625,9.28446125,5.25883225,8.221355,13.0
37808,I,1.25,1.0,0.2875,18.75319425,8.15048125,4.025629,5.10291,8.0
37809,F,1.5375,1.1875,0.375,32.034935,17.56251525,6.860579,7.5126175,9.0
37810,F,1.6,1.3125,0.4125,38.215126,18.6256215,9.5537815,9.2135875,9.0
37811,M,0.875,0.6625,0.225,4.72019175,1.927766,1.03475675,1.70097,6.0
37812,M,1.55,1.2,0.425,38.82464025,19.46193175,7.66853975,8.278054,10.0
37813,M,1.15,0.9,0.2875,12.6722265,5.03203625,2.25378525,4.53592,10.0
37814,M,1.2625,0.9625,0.45,20.3265915,7.04485075,4.57844425,7.7961125,10.0
37815,M,1.55,1.225,0.4625,38.22930075,14.47241975,7.37087,11.1980525,10.0
37816,F,1.8,1.4375,0.4125,49.384829,19.447757,11.97766375,14.0330025,9.0
37817,M,1.4375,1.1375,0.3875,27.76833525,12.1052365,6.56290925,8.50485,13.0
